,adj_close,adj_high,adj_low,adj_open,adj_volume,close,date,frequency,high,intraperiod,low,open,volume
34,173.15,174.91,172.92,174.32,28215416.0,173.15,2019-02-28,daily,174.91,False,172.92,174.32,28215416.0
35,174.87,175.0,172.73,173.21,27835389.0,174.87,2019-02-27,daily,175.0,False,172.73,173.21,27835389.0
36,174.33,175.3,173.1732,173.71,17070211.0,174.33,2019-02-26,daily,175.3,False,173.1732,173.71,17070211.0
37,174.23,175.87,173.95,174.16,21873358.0,174.23,2019-02-25,daily,175.87,False,173.95,174.16,21873358.0
38,172.97,173.0,171.38,171.58,18913154.0,172.97,2019-02-22,daily,173.0,False,171.38,171.58,18913154.0
39,171.06,172.37,170.3,171.8,17249670.0,171.06,2019-02-21,daily,172.37,False,170.3,171.8,17249670.0
40,172.03,173.32,170.99,171.19,26114362.0,172.03,2019-02-20,daily,173.32,False,170.99,171.19,26114362.0
41,170.93,171.44,169.49,169.71,18972826.0,170.93,2019-02-19,daily,171.44,False,169.49,169.71,18972826.0
42,170.42,171.7,169.75,171.25,24626814.0,170.42,2019-02-15,daily,171.7,False,169.75,171.25,24626814.0
43,170.8,171.2615,169.38,169.71,21835747.0,170.8,2019-02-14,daily,171.2615,False,169.38,169.71,21835747.0
44,170.18,172.48,169.92,171.39,22490233.0,170.18,2019-02-13,daily,172.48,False,169.92,171.39,22490233.0
45,170.89,171.0,169.7,170.1,22283523.0,170.89,2019-02-12,daily,171.0,False,169.7,170.1,22283523.0
46,169.43,171.21,169.25,171.05,20993425.0,169.43,2019-02-11,daily,171.21,False,169.25,171.05,20993425.0
47,170.41,170.66,168.42,168.99,23819966.0,170.41,2019-02-08,daily,170.66,False,168.42,168.99,23819966.0
48,170.21,173.197188487189,169.612562302562,171.663765063765,31741690.0,170.94,2019-02-07,daily,173.94,False,170.34,172.4,31741690.0
49,173.495907335907,174.820227565228,172.11493009828,173.904156429156,28239591.0,174.24,2019-02-06,daily,175.57,False,172.8531,174.65,28239591.0
50,173.436163566164,174.33232011232,171.614078161928,172.121800631801,36101628.0,174.18,2019-02-05,daily,175.08,False,172.3501,172.86,36101628.0
51,170.518676143676,170.921946589447,166.56563004563,166.695074880075,31495582.0,171.25,2019-02-04,daily,171.655,False,167.28,167.41,31495582.0
52,165.808875628876,168.25837018837,165.221395226395,166.246996606997,32668138.0,166.52,2019-02-01,daily,168.98,False,165.93,166.96,32668138.0
53,165.729217269217,168.278284778285,163.857245817246,165.400626535627,40739649.0,166.44,2019-01-31,daily,169.0,False,164.56,166.11,40739649.0
54,164.544299169299,165.440455715456,159.545737100737,162.55284017784,61109780.0,165.25,2019-01-30,daily,166.15,False,160.23,163.25,61109780.0
55,154.019438399438,157.454705159705,153.451872586873,155.582733707734,41587239.0,154.68,2019-01-29,daily,158.13,False,154.11,156.25,41587239.0
56,155.63252018252,155.662392067392,153.003794313794,155.124698139698,26192058.0,156.3,2019-01-28,daily,156.33,False,153.66,155.79,26192058.0
57,157.086285246285,157.454705159705,153.660975780976,154.816021996022,33547893.0,157.76,2019-01-25,daily,158.13,False,154.32,155.48,33547893.0
58,152.047893997894,153.820292500293,151.091993681994,153.451872586873,25441549.0,152.7,2019-01-24,daily,154.48,False,151.74,154.11,25441549.0
59,153.262683982684,154.477473967474,151.052164502165,153.491701766702,23130570.0,153.92,2019-01-23,daily,155.14,False,151.7,154.15,23130570.0
60,152.645331695332,156.060683865684,151.968235638236,155.74205042705,30393970.0,153.3,2019-01-22,daily,156.73,False,152.62,156.41,30393970.0
61,156.1502995203,157.205772785773,155.314484181584,156.827395577396,33751023.0,156.82,2019-01-18,daily,157.88,False,155.9806,157.5,33751023.0
62,155.194399204399,156.986712296712,152.605502515503,153.541488241488,29821160.0,155.86,2019-01-17,daily,157.66,False,153.26,154.2,29821160.0
63,154.278328068328,155.214313794314,152.346612846613,152.426271206271,30569706.0,154.94,2019-01-16,daily,155.88,False,153.0,153.08,30569706.0
64,152.416313911314,152.734947349947,149.409210834211,149.628271323271,28710324.0,153.07,2019-01-15,daily,153.39,False,150.05,150.27,28710324.0
65,149.359424359424,150.624000819001,148.582755352755,150.205794430794,32439186.0,150.0,2019-01-14,daily,151.27,False,149.22,150.85,32439186.0
66,151.639644904645,153.043623493624,150.862975897976,152.227125307125,27023241.0,152.29,2019-01-11,daily,153.7,False,151.51,152.88,27023241.0
67,153.143196443197,153.31247045747,150.215751725752,151.848748098748,35780670.0,153.8,2019-01-10,daily,153.97,False,150.86,152.5,35780670.0
68,152.655288990289,153.870078975079,148.991004446004,150.643915408915,45099081.0,153.31,2019-01-09,daily,154.53,False,149.63,151.29,45099081.0
69,150.106221481222,151.171652041652,147.885744705745,148.921303381303,41025314.0,150.75,2019-01-08,daily,151.82,False,148.52,149.56,41025314.0
70,147.298264303264,148.194420849421,145.276933426933,148.064976014976,54777764.0,147.93,2019-01-07,daily,148.83,False,145.9,148.7,54777764.0
71,147.626855036855,147.915517017667,143.185901485902,143.912784017784,58607070.0,148.26,2019-01-04,daily,148.5499,False,143.8,144.53,58607070.0
72,141.582776997777,145.097702117702,141.393588393588,143.365132795133,91312195.0,142.19,2019-01-03,daily,145.72,False,142.0,143.98,91312195.0
73,157.245601965602,158.17163039663,153.57136012636,154.228541593542,37039737.0,157.92,2019-01-02,daily,158.85,False,154.23,154.89,37039737.0
74,157.066370656371,158.679452439452,155.811751491752,157.852996957997,35003466.0,157.74,2018-12-31,daily,159.36,False,156.48,158.53,35003466.0
75,155.562819117819,157.84303966304,153.889993564994,156.827395577396,42291424.0,156.23,2018-12-28,daily,158.52,False,154.55,157.5,42291424.0
76,155.483160758161,156.100513045513,149.429125424125,155.174484614485,53117065.0,156.15,2018-12-27,daily,156.77,False,150.07,155.84,53117065.0
77,156.498804843805,156.558548613549,146.093431613432,147.666684216684,58582544.0,157.17,2018-12-26,daily,157.23,False,146.72,148.3,58582544.0
78,146.202961857962,150.902805077805,145.963986778987,147.517324792325,37169232.0,146.83,2018-12-24,daily,151.55,False,146.59,148.15,37169232.0
79,150.086306891307,157.484577044577,148.991004446004,156.190128700129,95744384.0,150.73,2018-12-21,daily,158.16,False,149.63,156.86,95744384.0
80,156.160256815257,161.417708552709,154.636790686791,159.715011115011,64772960.0,156.83,2018-12-20,daily,162.11,False,155.3,160.4,64772960.0
81,160.202918567919,166.734904059904,158.410605475606,165.291096291096,49047297.0,160.89,2018-12-19,daily,167.45,False,159.09,166.0,49047297.0
82,165.360797355797,166.814562419562,163.687971802972,164.673744003744,33841518.0,166.07,2018-12-18,daily,167.53,False,164.39,165.38,33841518.0
83,163.239893529894,167.631060606061,162.035060840061,164.743445068445,44287922.0,163.94,2018-12-17,daily,168.35,False,162.73,165.45,44287922.0
84,164.773316953317,168.357943137943,164.574171054171,168.278284778285,40703710.0,165.48,2018-12-14,daily,169.08,False,165.28,169.0,40703710.0
85,170.219957294957,171.833039078039,168.825936000936,169.761921726922,31897827.0,170.95,2018-12-13,daily,172.57,False,169.55,170.49,31897827.0
86,168.377857727858,171.185814905815,168.298199368199,169.672306072306,35627674.0,169.1,2018-12-12,daily,171.92,False,169.02,170.4,35627674.0
87,167.909864864865,171.05637007137,166.286825786826,170.926925236925,47281665.0,168.63,2018-12-11,daily,171.79,False,167.0,171.66,47281665.0
88,168.875722475723,169.36362992863,162.632498537499,164.295366795367,62025994.0,169.6,2018-12-10,daily,170.09,False,163.33,165.0,62025994.0
89,167.770462735463,173.74483970984,167.581274131274,172.74911021411,42281631.0,168.49,2018-12-07,daily,174.49,False,168.3,173.49,42281631.0
90,173.973857493858,174.033601263601,169.692220662221,171.026498186498,43098410.0,174.72,2018-12-06,daily,174.78,False,170.42,171.76,43098410.0
91,175.935444600445,181.611003153153,175.517238212238,180.177252252252,41344282.0,176.69,2018-12-04,daily,182.3899,False,176.27,180.95,41344282.0
92,184.030725400725,184.150212940213,180.436141921142,183.672262782263,40798002.0,184.82,2018-12-03,daily,184.94,False,181.21,184.46,40798002.0
93,177.817373347373,179.5598999649,176.273992628993,179.520070785071,39531549.0,178.58,2018-11-30,daily,180.33,False,177.03,180.29,39531549.0
94,178.783230958231,182.019351819352,176.941131391131,181.87994968995,41769992.0,179.55,2018-11-29,daily,182.8,False,177.7,182.66,41769992.0
95,180.167294957295,180.5158002808,174.182960687961,175.975273780274,46062539.0,180.94,2018-11-28,daily,181.29,False,174.93,176.73,46062539.0
96,173.495907335907,174.023643968644,170.150256230256,170.777565812566,41387377.0,174.24,2018-11-27,daily,174.77,False,170.88,171.51,41387377.0
97,173.874284544285,174.202875277875,169.532903942904,173.495907335907,44998520.0,174.62,2018-11-26,daily,174.95,False,170.26,174.24,44998520.0
98,171.554234819235,175.84085029835,171.365046215046,174.192917982918,23623972.0,172.29,2018-11-23,daily,176.595,False,172.1,174.94,23623972.0
99,176.02506025506,179.500156195156,175.796042471043,178.962462267462,31124210.0,176.78,2018-11-21,daily,180.27,False,176.55,179.73,31124210.0
